Date,Company,Open,High,Low,Close,Volume
2016-01-27,HCLTech,1687.25,1693.8,1677.32,1679.84,3758238
2016-01-27,Infosys,1733.95,1742.63,1702.66,1721.27,4507979
2016-01-27,TCS,3627.8,3665.06,3602.98,3621.46,1976788
2016-01-27,Wipro,723.98,725.19,716.63,718.79,3527158
2016-01-28,HCLTech,1668.72,1675.51,1662.27,1668.96,4439552
2016-01-28,Infosys,1716.7,1745.94,1703.52,1726.74,2995632
2016-01-28,TCS,3603.69,3651.56,3598.86,3623.17,2559413
2016-01-28,Wipro,747.85,750.62,734.74,738.52,3627683
2016-01-29,HCLTech,1726.37,1733.25,1699.82,1709.13,2852447
2016-01-29,Infosys,1708.46,1716.89,1688.29,1713.72,2867238
2016-01-29,TCS,3618.07,3646.57,3578.04,3620.53,1562557
2016-01-29,Wipro,737.04,744.15,732.78,734.19,5637013
2016-02-01,HCLTech,1718.31,1732.7,1679.5,1695.74,2543224
2016-02-01,Infosys,1718.12,1721.56,1704.91,1711.26,2981511
2016-02-01,TCS,3622.1,3638.43,3585.26,3601.82,1904458
2016-02-01,Wipro,732.74,736.1,726.13,735.21,3507597
2016-02-02,HCLTech,1640.63,1651.46,1638.44,1644.49,2839690
2016-02-02,Infosys,1738.64,1750.49,1734.01,1737.06,2322637
2016-02-02,TCS,3642.72,3686.08,3610.83,3645.17,1850859
2016-02-02,Wipro,737.92,742.86,723.57,732.29,4397198
2016-02-03,HCLTech,1602.04,1611.05,1594.26,1603.98,2481995
2016-02-03,Infosys,1718.07,1734.44,1700.41,1723.79,2359463
2016-02-03,TCS,3623.05,3660.57,3591.76,3643.66,1739514
2016-02-03,Wipro,702.42,710.47,700.97,705.03,4761612
2016-02-04,HCLTech,1575.16,1583.26,1552.2,1569.82,1892757
2016-02-04,Infosys,1710.88,1724.6,1693.05,1703.96,3623249
2016-02-04,TCS,3654.95,3692.18,3619.45,3633.22,2101668
2016-02-04,Wipro,709.84,728.9,705.7,721.67,5340335
2016-02-05,HCLTech,1577.64,1603.38,1566.06,1584.71,2575885
2016-02-05,Infosys,1711.32,1717.34,1695.86,1704.06,2420859
2016-02-05,TCS,3633.16,3672.6,3619.19,3625.36,2185420
2016-02-05,Wipro,725.1,738.05,718.79,730.83,3373941
2016-02-08,HCLTech,1643.26,1653.22,1619.92,1636.43,3228232
2016-02-08,Infosys,1684.81,1690.68,1679.76,1682.47,2580977
2016-02-08,TCS,3645.66,3669.5,3626.57,3646.46,2180845
2016-02-08,Wipro,690.24,701.9,689.33,700.64,3023471
2016-02-09,HCLTech,1592.95,1601.15,1582.09,1592.15,1939755
2016-02-09,Infosys,1645.17,1664.65,1642.35,1649.41,3135557
2016-02-09,TCS,3657.95,3701.92,3641.54,3662.24,1645073
2016-02-09,Wipro,712.0,719.77,707.85,713.72,3207717
2016-02-10,HCLTech,1579.48,1589.22,1573.34,1576.6,2135270
2016-02-10,Infosys,1640.82,1650.9,1637.54,1643.98,2946757
2016-02-10,TCS,3692.26,3707.19,3647.67,3679.69,1439002
2016-02-10,Wipro,709.39,717.07,702.48,710.18,4629738
2016-02-11,HCLTech,1575.94,1594.47,1571.12,1580.39,2314331
2016-02-11,Infosys,1676.24,1691.33,1669.18,1674.24,3820117
2016-02-11,TCS,3691.57,3728.36,3654.59,3697.87,2107758
2016-02-11,Wipro,716.08,724.86,713.05,723.3,5957645
2016-02-12,HCLTech,1610.61,1634.17,1595.57,1616.84,2801010
2016-02-12,Infosys,1665.71,1688.39,1646.26,1674.91,3238930
2016-02-12,TCS,3787.53,3794.99,3760.85,3773.86,1807533
2016-02-12,Wipro,720.77,729.25,714.82,724.66,4662038
2016-02-15,HCLTech,1585.49,1620.03,1568.83,1600.99,4182508
2016-02-15,Infosys,1689.37,1692.61,1673.1,1679.98,2727695
2016-02-15,TCS,3770.57,3794.0,3738.5,3764.13,2888708
2016-02-15,Wipro,701.21,713.3,695.83,707.54,3505716
2016-02-16,HCLTech,1628.01,1638.34,1606.28,1616.2,2211449
2016-02-16,Infosys,1650.78,1665.34,1622.67,1639.03,3886377
2016-02-16,TCS,3753.8,3766.53,3745.48,3750.91,2915522
2016-02-16,Wipro,707.69,711.63,701.53,708.26,5072630
2016-02-17,HCLTech,1619.95,1629.77,1602.14,1612.49,2647867
2016-02-17,Infosys,1647.53,1666.77,1645.53,1649.16,3702132
2016-02-17,TCS,3729.35,3735.65,3715.13,3727.64,2978098
2016-02-17,Wipro,693.54,700.82,691.02,697.28,3641789
2016-02-18,HCLTech,1680.0,1687.78,1664.5,1674.47,2603006
2016-02-18,Infosys,1654.99,1671.51,1645.02,1652.52,2413201
2016-02-18,TCS,3750.47,3756.44,3715.29,3752.54,1657192
2016-02-18,Wipro,686.84,688.31,680.54,682.48,3387028
2016-02-19,HCLTech,1682.78,1698.89,1677.9,1679.92,2447977
2016-02-19,Infosys,1649.1,1650.91,1622.91,1640.9,3365592
2016-02-19,TCS,3807.65,3825.06,3758.21,3795.13,2241221
2016-02-19,Wipro,694.36,700.97,692.8,693.62,3743451
2016-02-22,HCLTech,1671.41,1704.27,1667.99,1690.39,2575312
2016-02-22,Infosys,1659.57,1671.08,1641.0,1645.99,2773570
2016-02-22,TCS,3785.22,3823.96,3749.11,3795.55,2380564
2016-02-22,Wipro,706.04,708.58,694.54,698.93,3561100
2016-02-23,HCLTech,1688.28,1702.97,1668.17,1694.5,2369227
2016-02-23,Infosys,1661.75,1680.11,1644.11,1650.92,2758986
2016-02-23,TCS,3752.07,3793.95,3742.44,3771.29,2327554
2016-02-23,Wipro,716.41,722.62,714.22,718.46,3476114
2016-02-24,HCLTech,1684.7,1698.12,1682.24,1686.82,4500133
2016-02-24,Infosys,1619.78,1644.01,1603.44,1631.63,4650867
2016-02-24,TCS,3755.01,3771.23,3721.29,3747.75,1863148
2016-02-24,Wipro,723.52,728.36,707.99,713.81,5107172
2016-02-25,HCLTech,1702.53,1717.16,1694.29,1711.57,3020572
2016-02-25,Infosys,1637.56,1646.61,1633.74,1639.73,3280530
2016-02-25,TCS,3781.69,3826.71,3752.86,3774.18,2583073
2016-02-25,Wipro,702.0,703.37,697.04,701.98,3607949
2016-02-26,HCLTech,1672.25,1700.74,1657.87,1686.18,2373302
2016-02-26,Infosys,1668.6,1673.84,1662.45,1665.09,3063760
2016-02-26,TCS,3809.76,3852.95,3758.71,3804.0,2000190
2016-02-26,Wipro,708.19,714.63,700.99,710.55,2911988
2016-02-29,HCLTech,1633.86,1647.89,1624.59,1641.7,3294412
2016-02-29,Infosys,1658.75,1676.38,1639.46,1662.19,3254833
2016-02-29,TCS,3832.13,3841.25,3795.84,3827.21,2051904
2016-02-29,Wipro,711.13,713.03,693.54,700.42,4497260
2016-03-01,HCLTech,1640.78,1648.73,1621.02,1640.39,2736965
2016-03-01,Infosys,1659.01,1674.74,1637.65,1646.63,3811408
2016-03-01,TCS,3805.09,3830.13,3762.14,3808.93,1470467
2016-03-01,Wipro,688.99,699.45,685.56,696.97,3304773
2016-03-02,HCLTech,1661.81,1664.72,1659.15,1661.41,2630307
2016-03-02,Infosys,1656.09,1674.37,1631.24,1644.79,2781053
2016-03-02,TCS,3831.03,3862.2,3811.6,3821.53,2275273
2016-03-02,Wipro,701.61,707.52,698.62,704.06,3326149
2016-03-03,HCLTech,1657.49,1663.16,1632.61,1650.14,2507053
2016-03-03,Infosys,1657.76,1681.68,1653.78,1663.45,2877669
2016-03-03,TCS,3829.68,3864.97,3806.86,3830.23,1898501
2016-03-03,Wipro,695.6,707.43,694.28,702.94,4602236
2016-03-04,HCLTech,1673.49,1678.75,1652.55,1656.66,2473179
2016-03-04,Infosys,1639.73,1648.61,1634.11,1640.84,3649116
2016-03-04,TCS,3836.63,3861.85,3800.23,3842.52,2194826
2016-03-04,Wipro,689.23,701.29,682.81,697.26,3459793
2016-03-07,HCLTech,1636.26,1651.14,1625.47,1630.78,2037079
2016-03-07,Infosys,1648.8,1666.64,1638.81,1654.0,2362860
2016-03-07,TCS,3873.79,3913.3,3854.24,3877.59,2096291
2016-03-07,Wipro,671.54,681.56,667.21,680.35,3653643
2016-03-08,HCLTech,1656.04,1671.78,1644.76,1657.46,1860376
2016-03-08,Infosys,1640.98,1645.8,1627.15,1642.33,3901281
2016-03-08,TCS,3915.12,3924.38,3859.32,3890.28,2073700
2016-03-08,Wipro,695.1,698.47,689.15,692.4,4033883
2016-03-09,HCLTech,1689.78,1701.47,1657.21,1674.94,2800111
2016-03-09,Infosys,1647.3,1652.22,1640.34,1648.86,2321270
2016-03-09,TCS,3897.71,3937.29,3871.87,3919.07,1981797
2016-03-09,Wipro,682.58,689.3,676.61,688.32,3777362
2016-03-10,HCLTech,1664.75,1686.52,1655.5,1677.7,2502011
2016-03-10,Infosys,1646.07,1649.01,1621.89,1639.49,3046512
2016-03-10,TCS,3932.63,3967.55,3879.67,3926.44,2340740
2016-03-10,Wipro,695.4,699.14,692.61,696.52,3670951
2016-03-11,HCLTech,1666.93,1702.15,1659.88,1683.99,3098746
2016-03-11,Infosys,1624.06,1648.38,1608.48,1630.13,2324219
2016-03-11,TCS,3920.93,3972.79,3909.51,3941.72,1922004
2016-03-11,Wipro,707.12,708.49,698.76,703.16,2503540
2016-03-14,HCLTech,1646.58,1671.49,1637.66,1653.75,2176092
2016-03-14,Infosys,1643.84,1666.46,1632.22,1662.01,2590628
2016-03-14,TCS,3967.94,4009.82,3923.15,3969.3,1494972
2016-03-14,Wipro,719.73,721.78,713.48,717.64,3864072
2016-03-15,HCLTech,1631.57,1644.02,1621.78,1625.09,2087407
2016-03-15,Infosys,1624.95,1646.25,1615.12,1635.94,4148240
2016-03-15,TCS,3917.32,3928.62,3896.1,3922.67,2241036
2016-03-15,Wipro,717.0,721.68,712.29,715.13,5523354
2016-03-16,HCLTech,1625.94,1639.34,1607.99,1624.6,3036626
2016-03-16,Infosys,1640.22,1656.81,1627.4,1647.32,3943396
2016-03-16,TCS,3890.88,3927.95,3866.96,3916.52,1701220
2016-03-16,Wipro,716.67,724.7,704.32,711.21,4536805
2016-03-17,HCLTech,1629.61,1654.64,1611.57,1638.64,2450871
2016-03-17,Infosys,1679.15,1691.47,1663.95,1683.78,4028585
2016-03-17,TCS,3909.89,3915.89,3878.49,3905.11,1534638
2016-03-17,Wipro,704.81,707.02,691.57,697.7,3710601
2016-03-18,HCLTech,1648.11,1668.8,1634.21,1653.99,3085328
2016-03-18,Infosys,1700.93,1712.69,1695.37,1699.59,2394927
2016-03-18,TCS,3883.21,3899.96,3867.99,3887.86,1630193
2016-03-18,Wipro,686.02,697.7,681.41,691.45,4394397
2016-03-21,HCLTech,1637.97,1653.69,1628.32,1647.97,2617458
2016-03-21,Infosys,1666.98,1676.28,1649.67,1674.55,2593321
2016-03-21,TCS,3857.81,3887.47,3813.06,3883.41,2116605
2016-03-21,Wipro,698.37,699.41,690.26,696.25,4534734
2016-03-22,HCLTech,1657.54,1678.55,1644.68,1667.65,3784886
2016-03-22,Infosys,1642.5,1659.43,1632.01,1650.87,3425081
2016-03-22,TCS,3951.72,3977.59,3897.82,3941.28,1961762
2016-03-22,Wipro,685.45,689.85,684.09,686.63,3380021
2016-03-23,HCLTech,1716.61,1721.2,1691.57,1703.62,3024239
2016-03-23,Infosys,1631.55,1648.2,1613.13,1637.93,3692169
2016-03-23,TCS,3933.69,3960.49,3870.13,3915.95,1305531
2016-03-23,Wipro,690.45,694.83,686.5,691.09,5143477
2016-03-24,HCLTech,1702.78,1720.85,1700.11,1703.98,2822042
2016-03-24,Infosys,1635.25,1659.09,1616.42,1642.93,2727125
2016-03-24,TCS,3974.19,4006.92,3908.24,3955.58,1852277
2016-03-24,Wipro,703.43,711.71,698.08,710.16,4132610
2016-03-25,HCLTech,1728.81,1742.96,1704.73,1713.88,3051083
2016-03-25,Infosys,1645.46,1663.67,1643.26,1649.3,2850135
2016-03-25,TCS,3905.83,3926.27,3868.77,3901.42,2526900
2016-03-25,Wipro,702.7,710.7,698.95,705.06,3757780
2016-03-28,HCLTech,1703.96,1731.55,1689.94,1711.41,2461896
2016-03-28,Infosys,1622.14,1643.04,1613.66,1626.22,2552009
2016-03-28,TCS,3895.56,3899.59,3871.75,3894.99,1827388
2016-03-28,Wipro,687.3,690.93,681.22,689.14,5497985
2016-03-29,HCLTech,1715.02,1719.31,1693.24,1710.9,1871852
2016-03-29,Infosys,1615.83,1624.14,1600.22,1611.16,4458444
2016-03-29,TCS,3922.44,3955.44,3865.6,3906.06,1934892
2016-03-29,Wipro,690.79,697.56,679.97,684.59,2644886
2016-03-30,HCLTech,1719.42,1730.79,1709.01,1717.51,2794622
2016-03-30,Infosys,1590.81,1601.5,1579.77,1597.43,2910019
2016-03-30,TCS,3953.04,3959.35,3927.18,3932.14,2463900
2016-03-30,Wipro,662.99,672.85,659.54,667.84,3161771
2016-03-31,HCLTech,1769.18,1785.03,1743.93,1761.57,3833695
2016-03-31,Infosys,1593.46,1604.5,1577.46,1595.86,3220089
2016-03-31,TCS,3977.05,4018.92,3922.54,3962.88,2344905
2016-03-31,Wipro,674.43,690.91,670.67,684.64,4547669
2016-04-01,HCLTech,1789.18,1808.03,1770.28,1786.95,1644477
2016-04-01,Infosys,1632.53,1655.24,1628.36,1636.27,3253982
2016-04-01,TCS,3984.99,4001.82,3959.21,3996.83,2453455
2016-04-01,Wipro,686.24,688.19,680.14,686.26,4577308
2016-04-04,HCLTech,1819.17,1838.07,1790.1,1810.41,2855766
2016-04-04,Infosys,1625.5,1630.95,1607.27,1619.98,3991930
2016-04-04,TCS,3992.4,4019.69,3956.33,3989.87,1148706
2016-04-04,Wipro,672.55,680.94,671.39,677.9,5560301
2016-04-05,HCLTech,1806.55,1812.37,1780.24,1801.65,1912619
2016-04-05,Infosys,1601.99,1607.71,1583.78,1603.03,2644964
2016-04-05,TCS,3984.38,4027.59,3958.52,3978.87,2828797
2016-04-05,Wipro,671.08,677.55,664.22,671.67,2547463
2016-04-06,HCLTech,1772.32,1802.86,1769.73,1781.82,2587909
2016-04-06,Infosys,1590.29,1608.4,1564.34,1583.28,4042256
2016-04-06,TCS,3992.53,4044.65,3972.34,4015.35,2271470
2016-04-06,Wipro,660.84,664.79,657.02,658.09,4749475
2016-04-07,HCLTech,1800.73,1821.96,1783.84,1794.27,2641648
2016-04-07,Infosys,1589.63,1615.63,1587.86,1597.34,2477888
2016-04-07,TCS,4020.04,4050.96,4008.69,4014.1,3272134
2016-04-07,Wipro,670.33,676.09,668.69,670.76,3118102
2016-04-08,HCLTech,1827.63,1849.88,1810.25,1828.56,3018868
2016-04-08,Infosys,1598.15,1602.71,1579.46,1598.49,4040202
2016-04-08,TCS,4002.45,4036.46,3951.4,3973.89,1710322
2016-04-08,Wipro,692.03,697.76,685.17,693.91,4349558
2016-04-11,HCLTech,1868.93,1890.6,1850.14,1876.06,2711614
2016-04-11,Infosys,1579.49,1598.3,1575.79,1583.32,2270706
2016-04-11,TCS,3947.1,3956.36,3917.52,3939.15,1405589
2016-04-11,Wipro,675.42,681.76,671.96,676.08,3948323
2016-04-12,HCLTech,1821.68,1840.17,1812.03,1815.5,3421965
2016-04-12,Infosys,1570.26,1587.41,1559.41,1578.37,3133779
2016-04-12,TCS,3930.45,3963.56,3898.67,3912.25,2002889
2016-04-12,Wipro,693.19,698.78,685.33,689.5,4741124
2016-04-13,HCLTech,1890.14,1893.61,1867.19,1881.62,3283111
2016-04-13,Infosys,1564.92,1575.41,1559.11,1565.36,4429285
2016-04-13,TCS,3937.68,3979.75,3920.77,3935.41,1892829
2016-04-13,Wipro,682.08,690.01,678.6,687.06,3816063
2016-04-14,HCLTech,1891.05,1902.76,1870.47,1895.54,2499714
2016-04-14,Infosys,1584.35,1594.63,1560.8,1572.87,3678856
2016-04-14,TCS,3945.18,3992.33,3915.89,3946.09,2279326
2016-04-14,Wipro,706.77,714.33,702.11,703.53,4896386
2016-04-15,HCLTech,1919.46,1926.63,1912.74,1922.76,3236168
2016-04-15,Infosys,1620.54,1645.31,1618.26,1626.36,3481277
2016-04-15,TCS,3981.16,4004.55,3958.51,3976.39,2479688
2016-04-15,Wipro,676.99,687.46,671.78,681.29,3389483
2016-04-18,HCLTech,1866.64,1891.7,1857.64,1879.37,2442336
2016-04-18,Infosys,1638.29,1644.14,1632.36,1639.17,2594691
2016-04-18,TCS,3956.64,3985.82,3916.54,3966.82,1965385
2016-04-18,Wipro,687.27,688.47,678.79,684.66,3935372
2016-04-19,HCLTech,1859.51,1897.82,1849.58,1876.03,2359712
2016-04-19,Infosys,1630.36,1654.95,1623.34,1639.37,2762650
2016-04-19,TCS,3966.14,4015.14,3957.31,3978.2,1905997
2016-04-19,Wipro,673.68,681.22,671.6,680.26,4157239
2016-04-20,HCLTech,1898.44,1916.17,1888.3,1900.69,2043440
2016-04-20,Infosys,1618.41,1630.09,1600.49,1628.36,4187190
2016-04-20,TCS,4022.44,4050.48,3976.96,4006.43,2220408
2016-04-20,Wipro,691.35,697.49,682.6,688.99,5593664
2016-04-21,HCLTech,1879.86,1891.28,1859.13,1872.58,3380096
2016-04-21,Infosys,1599.02,1617.01,1587.15,1604.31,3517036
2016-04-21,TCS,4018.39,4033.78,3990.01,4001.06,1900052
2016-04-21,Wipro,689.92,695.86,688.48,690.37,4725078
2016-04-22,HCLTech,1796.09,1818.66,1793.1,1801.15,2448575
2016-04-22,Infosys,1617.46,1633.77,1603.24,1620.52,3823631
2016-04-22,TCS,4010.81,4034.99,3983.49,4023.35,1868527
2016-04-22,Wipro,691.68,699.41,684.68,691.26,4166875
2016-04-25,HCLTech,1825.15,1838.03,1795.08,1812.43,1601932
2016-04-25,Infosys,1633.03,1651.02,1619.26,1635.82,3247578
2016-04-25,TCS,4017.47,4029.01,3976.89,4005.24,2461015
2016-04-25,Wipro,694.75,700.6,684.54,690.56,4546035
2016-04-26,HCLTech,1812.15,1824.91,1807.89,1813.97,2897721
2016-04-26,Infosys,1627.18,1646.94,1618.53,1628.73,3024677
2016-04-26,TCS,3996.86,4022.15,3964.62,3997.96,2573077
2016-04-26,Wipro,707.23,713.23,699.42,710.9,4970524
2016-04-27,HCLTech,1851.99,1868.5,1833.57,1853.81,2383829
2016-04-27,Infosys,1643.26,1670.05,1641.36,1654.68,3730279
2016-04-27,TCS,3994.29,4005.76,3967.27,3990.02,2484174
2016-04-27,Wipro,709.19,710.33,702.13,709.3,4311137
2016-04-28,HCLTech,1849.91,1864.82,1847.71,1852.53,2449266
2016-04-28,Infosys,1652.81,1672.17,1649.22,1657.17,3370366
2016-04-28,TCS,3958.77,3963.58,3926.92,3953.03,1933827
2016-04-28,Wipro,722.45,727.4,713.65,721.07,3258430
2016-04-29,HCLTech,1862.09,1877.09,1835.26,1853.16,2481115
2016-04-29,Infosys,1678.27,1684.63,1664.61,1674.74,3093053
2016-04-29,TCS,3988.63,3994.9,3964.26,3976.15,1303677
2016-04-29,Wipro,728.55,734.64,720.15,729.93,4535654
2016-05-02,HCLTech,1865.46,1892.67,1856.31,1874.25,2430752
2016-05-02,Infosys,1673.23,1702.86,1654.23,1682.8,2411742
2016-05-02,TCS,3966.17,4010.71,3940.98,3965.14,1941587
2016-05-02,Wipro,745.73,754.16,734.73,742.37,3977412
2016-05-03,HCLTech,1903.31,1916.11,1887.68,1904.51,4486464
2016-05-03,Infosys,1678.82,1691.67,1672.55,1681.33,3872624
2016-05-03,TCS,3989.02,3996.21,3951.07,3971.34,1718670
2016-05-03,Wipro,731.1,737.53,722.46,729.59,3727346
2016-05-04,HCLTech,1883.58,1899.15,1877.98,1888.63,3625718
2016-05-04,Infosys,1666.3,1675.62,1649.8,1664.25,3494380
2016-05-04,TCS,3998.24,4005.46,3961.08,3994.34,1948777
2016-05-04,Wipro,736.9,747.66,734.57,739.6,3418653
2016-05-05,HCLTech,1911.47,1930.44,1898.27,1916.74,2990216
2016-05-05,Infosys,1657.97,1674.27,1641.23,1663.42,2834593
2016-05-05,TCS,4024.15,4048.14,3993.02,4016.24,1748798
2016-05-05,Wipro,750.7,757.7,737.83,744.76,4491383
2016-05-06,HCLTech,1906.07,1926.94,1897.56,1905.74,2728566
2016-05-06,Infosys,1684.83,1693.82,1663.95,1682.42,4051152
2016-05-06,TCS,4035.62,4061.18,3996.98,4046.22,1991721
2016-05-06,Wipro,732.23,738.28,723.84,729.64,4431306
2016-05-09,HCLTech,1908.07,1919.92,1906.08,1909.13,3258489
2016-05-09,Infosys,1663.61,1686.88,1656.58,1674.28,3359907
2016-05-09,TCS,4076.12,4123.36,4025.47,4048.49,1624649
2016-05-09,Wipro,723.66,732.75,715.28,727.51,3304156
2016-05-10,HCLTech,1940.1,1960.13,1912.8,1930.13,2729841
2016-05-10,Infosys,1691.53,1699.73,1666.28,1685.23,3373094
2016-05-10,TCS,4044.92,4089.49,4024.42,4038.93,1548061
2016-05-10,Wipro,754.8,764.47,748.07,758.86,3206153
2016-05-11,HCLTech,1956.01,1971.35,1951.24,1956.12,3060825
2016-05-11,Infosys,1668.11,1674.18,1652.74,1665.55,3818775
2016-05-11,TCS,4050.96,4073.05,4025.66,4041.87,2554063
2016-05-11,Wipro,753.16,759.17,750.26,754.21,5839347
2016-05-12,HCLTech,1973.25,1975.49,1945.58,1967.89,2907099
2016-05-12,Infosys,1683.7,1702.57,1672.21,1683.3,3657910
2016-05-12,TCS,3966.56,4010.37,3960.61,3986.7,1647428
2016-05-12,Wipro,752.02,759.71,747.8,749.9,4751307
2016-05-13,HCLTech,1942.97,1955.09,1927.78,1941.33,2667603
2016-05-13,Infosys,1699.74,1718.79,1675.56,1691.73,3393580
2016-05-13,TCS,3930.59,3960.99,3903.31,3940.79,2000132
2016-05-13,Wipro,746.2,759.39,743.15,756.68,4069984
2016-05-16,HCLTech,1907.14,1913.47,1892.14,1894.07,3137963
2016-05-16,Infosys,1667.26,1680.35,1661.22,1669.57,3081553
2016-05-16,TCS,3914.99,3920.54,3860.21,3899.76,2420684
2016-05-16,Wipro,746.24,758.32,741.56,750.02,4515624
2016-05-17,HCLTech,1889.19,1897.01,1867.67,1891.99,2390437
2016-05-17,Infosys,1662.82,1686.46,1646.3,1667.14,4758267
2016-05-17,TCS,3873.96,3890.31,3833.85,3870.46,2401294
2016-05-17,Wipro,749.85,757.97,743.72,752.58,3642782
2016-05-18,HCLTech,1918.02,1927.71,1913.3,1920.84,2630574
2016-05-18,Infosys,1697.72,1707.18,1674.21,1687.96,2763203
2016-05-18,TCS,3866.6,3899.12,3844.11,3889.98,2344604
2016-05-18,Wipro,740.45,751.53,737.95,747.18,3864432
2016-05-19,HCLTech,1943.01,1960.18,1916.23,1935.93,2137472
2016-05-19,Infosys,1677.62,1686.44,1648.39,1664.7,3714875
