Customer_ID,Age,Annual_Income,Purchase_Frequency,Average_Order_Value,Recency_Days,Website_Visits_Monthly,Discount_Usage_Pct,Annual_Spend,City,Preferred_Channel
104694,40,88200,6.4,1870,30,16,34.2,12045.44,Hyderabad,Marketplace
107258,38,133600,15.1,4200,19,28,23.2,63600.82,Pune,Mobile App
106225,43,90600,9.6,1880,60,18,46.6,18037.56,Hyderabad,Mobile App
102908,39,50200,3.4,770,32,7,70.2,2621.65,Bengaluru,Marketplace
108608,40,159800,13.8,4780,14,14,23,65935.62,Pune,Website
100519,29,51800,4.2,940,102,6,66.8,3921.2,Delhi,Marketplace
102450,43,69100,3.4,720,156,4,88.9,2474.92,Bengaluru,Mobile App
107771,29,130200,16.2,3960,17,27,19.9,64157.75,Pune,Website
107453,36,133500,16.2,4030,19,25,16.7,65070.8,Delhi,Mobile App
104921,31,82700,9.6,1620,49,10,41.8,15586.42,Pune,Website
107492,34,116500,15,3150,26,29,27.5,47297.97,Bengaluru,Website
100268,30,58800,2.5,630,112,5,60.3,1591.58,Mumbai,Marketplace
100648,37,46200,2.7,960,130,8,59.9,2587.35,Delhi,Mobile App
105236,38,68700,10.6,2110,32,12,36.3,22389.86,Delhi,Mobile App
101663,29,61000,3.9,910,157,7,77.4,3489.69,Bengaluru,Marketplace
101035,38,64500,4.5,810,170,6,68.1,3665.46,Delhi,Marketplace
100583,37,55500,3.2,660,30,6,74.6,2101.59,Mumbai,Mobile App
106742,35,150900,15,5980,20,26,11.6,89907.88,Chennai,Website
105867,,54400,13.4,2170,34,12,46.8,29091.16,Hyderabad,Marketplace
106505,46,113600,14,3900,14,27,19.8,54652.75,Mumbai,Mobile App
102246,45,48900,3.6,790,161,6,73.7,2858.06,Chennai,Website
100089,40,47100,4.2,660,138,7,67.5,2798.92,Hyderabad,Website
101003,33,51500,2.9,810,125,4,78,2339.02,Mumbai,Marketplace
108376,45,139000,15.8,4590,20,23,3.3,72370.53,Hyderabad,Website
101730,38,58900,3.7,740,145,5,72.4,2764.79,Bengaluru,Mobile App
100677,34,48400,4.2,730,104,5,77,3080.37,Hyderabad,Marketplace
107708,48,139400,22,5290,24,26,2,116134.77,Bengaluru,Marketplace
104025,30,,10.8,1530,56,13,30.7,16509.73,Bengaluru,Website
103470,43,86200,6.7,1220,71,14,49.4,8247.62,Hyderabad,Marketplace
104323,24,75800,9.9,1490,31,12,44.9,14718.9,Chennai,Mobile App
103498,36,86400,6.4,1540,63,14,46.8,9801.4,Pune,Mobile App
101766,37,47500,3.3,710,91,8,60.4,2351.87,Delhi,Mobile App
101296,34,40500,3.7,930,119,5,65.1,3493.27,Chennai,Website
107279,44,167100,16.2,4290,16,19,15,69462.67,Delhi,Website
108833,44,123500,18.3,3010,17,12,13.6,54961.08,Mumbai,Mobile App
107088,37,145300,21.7,4090,17,27,25.5,88778.99,Hyderabad,Website
105369,38,91100,8.7,1410,57,11,51,12229.81,Bengaluru,Marketplace
102076,31,66000,3.7,860,139,8,71.5,3231.48,Hyderabad,Marketplace
108804,49,155700,15.5,4950,22,22,27.4,76917.4,Mumbai,Mobile App
106900,47,150600,19.2,3540,24,31,24,67899.38,Bengaluru,Marketplace
105246,40,72900,10.8,1910,18,13,39.7,20556.47,Bengaluru,Mobile App
104768,44,100500,8.4,1630,45,14,42.2,13591.73,Chennai,Website
108436,35,167200,19.7,4840,20,24,2,95279.42,Mumbai,Mobile App
106839,41,138700,11.7,3010,20,24,29.6,35262.75,Delhi,Mobile App
104792,21,62800,9.2,1390,39,13,49.3,12699.02,Bengaluru,Mobile App
103474,37,76000,8,2020,48,14,46.4,16084.75,Mumbai,Mobile App
100709,45,44200,4,820,142,6,50.9,3248.44,Delhi,Website
108205,43,175700,12.5,4220,11,33,10.7,52912.94,Hyderabad,Mobile App
100077,43,47800,2.9,740,131,7,62.6,2142.73,Bengaluru,Website
102685,34,54100,3,820,137,5,72.2,2490.74,Pune,Marketplace
101200,27,58400,3.9,950,104,5,75.9,3727.4,Hyderabad,Marketplace
104925,31,98300,7,1900,49,9,32.9,13236.47,Bengaluru,Mobile App
106831,36,175200,25.2,3780,28,21,30.3,95344.64,Bengaluru,Mobile App
107982,44,161400,17.7,4280,17,30,22.8,75780.83,Delhi,Marketplace
106061,39,97300,10.1,1560,39,14,45.4,15771.31,Mumbai,Mobile App
104904,30,78700,5,1630,68,9,35.1,8127.7,Pune,Mobile App
105609,40,78700,9.5,2130,62,15,49.2,20221.61,Pune,Mobile App
101919,39,40400,3.1,790,174,6,83.2,2433.68,Hyderabad,Website
106419,34,91100,8.2,1720,65,13,45.1,14118.77,Mumbai,Marketplace
106532,45,194700,24,3730,17,31,29.2,89609.29,Hyderabad,Marketplace
104772,29,58900,9,1010,60,20,43.5,9069.7,Pune,Marketplace
103483,35,77400,9.2,1110,52,10,44.3,10266.02,Delhi,Mobile App
106087,21,98900,8.9,1690,48,12,31.8,14996.25,Hyderabad,Marketplace
106006,33,101300,11.7,1870,75,15,59.5,21777.5,Chennai,Website
105471,27,101700,8.8,2370,49,12,47.6,20916.86,Hyderabad,Mobile App
100170,43,45200,3.9,980,102,4,64.3,3812.82,Hyderabad,Mobile App
106648,47,139400,14.2,4200,18,23,18.2,59389.68,Mumbai,Marketplace
100448,33,42700,3.9,820,117,5,71.9,3184.33,Delhi,Mobile App
107108,34,116800,17.5,3930,22,28,11.6,68834.89,Chennai,Marketplace
104217,,81200,5,1730,34,16,40.6,8703.33,Delhi,Mobile App
100593,42,51900,3.1,860,164,6,62.8,2646.28,Mumbai,Website
102240,34,43700,3.2,940,124,6,68.7,2985.71,Mumbai,Website
103544,35,89300,9.5,1470,41,12,54.7,14019.27,Chennai,Mobile App
102648,35,56500,3.2,900,184,7,66.9,2847.54,Hyderabad,Website
104373,28,93700,8.5,1930,59,11,32.7,16409.36,Bengaluru,Website
108122,38,160200,17.9,5290,22,23,19,94605.31,Delhi,Mobile App
104392,24,80500,7.1,2050,50,15,57.9,14516.77,Delhi,Marketplace
104330,26,86000,7.4,1920,63,13,51.9,14232.2,Mumbai,Website
103107,39,71100,7.2,2150,45,11,57.9,15546.35,Hyderabad,Website
104707,32,89600,10.8,1860,64,11,52.9,20037.1,Bengaluru,Marketplace
105598,23,83600,8.6,1560,53,12,46.3,13456.98,Bengaluru,Website
101920,26,46900,4.5,860,101,7,67.7,3825.87,Delhi,Website
102224,52,57700,3.7,910,129,5,65.5,3386.29,Pune,Marketplace
102493,38,44100,2.4,750,144,5,75.4,1770.16,Hyderabad,Mobile App
102971,32,51600,3.7,820,135,6,75.8,3088.11,Chennai,Mobile App
105683,29,78500,7.3,2070,70,12,36.9,15120.29,Pune,Mobile App
108961,39,163300,16.1,5160,18,30,24.6,83321.55,Delhi,Mobile App
102454,35,53300,3.9,1090,149,6,60.6,4284.48,Chennai,Mobile App
104185,27,98900,9.6,1730,30,17,54,16558.09,Hyderabad,Website
106376,29,83400,9,1530,47,9,45.3,13731.73,Pune,Mobile App
100096,29,42900,4.8,760,123,6,74.9,3661.43,Bengaluru,Mobile App
103890,26,96000,7.2,1670,56,16,42,12012.42,Bengaluru,Website
108705,35,152400,20.4,3190,26,26,20.9,65087.44,Bengaluru,Website
101128,35,42300,2.7,840,69,5,81.4,2293.73,Pune,Website
107802,38,162100,20,4270,19,27,23.5,85368.84,Bengaluru,Mobile App
103740,36,88500,7.8,1660,68,12,49.4,13036.04,Mumbai,Mobile App
105874,41,77300,8.6,2210,36,12,33.5,18974.38,Hyderabad,Marketplace
106224,40,85100,9.2,1780,62,17,50.5,16317.26,Delhi,Marketplace
101514,35,45300,2.7,820,106,7,76.8,2229.42,Mumbai,Marketplace
108497,54,124900,20.9,3670,24,27,19.9,76620.81,Pune,Marketplace
105131,31,97700,6.5,2340,78,17,39.5,15132.56,Bengaluru,Marketplace
107306,38,136800,17.8,3670,14,28,23.1,65187.46,Delhi,Website
100568,36,49100,2.3,690,178,6,66.2,1605.02,Bengaluru,Website
101794,38,59700,3.3,780,108,6,79.2,2567.83,Bengaluru,Mobile App
106612,37,108000,17,3930,17,25,25,66760.1,Pune,Marketplace
105352,26,106900,11.5,1770,42,12,49.7,20404.38,Hyderabad,Website
108350,39,126600,13.8,4170,11,30,11,57494.7,Bengaluru,Marketplace
106758,43,134800,14.4,4020,7,28,22.7,58039.4,Pune,Mobile App
102229,34,55600,4.1,580,94,6,69.8,2338.98,Bengaluru,Website
103186,37,77100,8.5,1640,48,13,48.2,13930.12,Mumbai,Mobile App
101643,40,56300,3,940,126,6,76.2,2834.58,Bengaluru,Website
108504,,116200,17,4450,18,24,16.8,75558.43,Mumbai,Website
101047,36,39800,4,780,99,4,67.9,3129.73,Bengaluru,Marketplace
105023,22,87300,8.7,1860,57,12,39.1,16249.54,Chennai,Website
100701,37,53300,3.3,810,134,6,69.2,2708.83,Chennai,Mobile App
108109,45,135300,18.5,4170,5,27,24.9,77172.62,Pune,Website
103657,40,92200,8.8,2080,71,14,43.5,18199.08,Hyderabad,Marketplace
106429,22,114600,11.9,1720,41,9,55,20376.72,Pune,Marketplace
102808,44,45300,2.7,830,148,8,75.9,2223.7,Delhi,Marketplace
104581,38,98500,9.6,1230,60,13,40.3,11818.21,Bengaluru,Marketplace
100120,42,62400,4.2,680,97,7,73.2,2882.86,Mumbai,Marketplace
108977,42,107600,11.5,4140,11,23,15.5,47597.04,Delhi,Marketplace
101019,51,55500,3.9,670,146,6,67.9,2622.67,Hyderabad,Website
101127,37,37900,3.6,820,119,6,81.3,2984.39,Chennai,Mobile App
103266,40,92800,9.3,2170,44,12,34.7,20071.67,Mumbai,Marketplace
106709,34,151700,17,4020,18,23,4.3,68539.5,Chennai,Website
105969,33,96600,8.6,1370,24,13,39.7,11768.35,Chennai,Mobile App
105965,29,98500,7.8,1380,47,12,38.3,10713.86,Bengaluru,Website
101836,37,55300,4.1,700,130,5,79,2859.71,Pune,Mobile App
103101,28,79600,10.3,2030,65,8,57,20841.63,Pune,Website
108998,,114800,17.5,4110,16,21,15.6,72090.17,Pune,Marketplace
108751,46,116000,19.5,3710,17,28,32.2,72506.97,Delhi,Marketplace
103523,38,65700,10.9,2130,56,12,38.7,23109.1,Mumbai,Marketplace
106382,29,83800,6.2,1650,43,13,49.8,10216.36,Delhi,Website
100762,40,55900,3.6,710,102,6,60.9,2582.27,Mumbai,Marketplace
107782,43,154000,17.8,5210,13,24,16.1,92857.25,Hyderabad,Mobile App
101211,44,52600,3.3,990,107,6,74.8,3228.26,Mumbai,Website
104435,29,80500,8.2,1690,20,12,37.7,13833.03,Chennai,Website
100316,47,52800,3.2,870,137,7,58.9,2784.13,Mumbai,Marketplace
103685,34,86300,9.3,1730,62,9,49.6,16112.93,Hyderabad,Mobile App
101373,38,57100,4.2,710,111,8,83.8,2956.57,Mumbai,Website
104012,34,85600,6.2,1760,55,16,54.4,10957.47,Mumbai,Marketplace
105472,26,88200,7.7,1880,52,16,47.4,14451.53,Delhi,Marketplace
103151,37,81800,8.4,1820,70,18,35.4,15185.7,Chennai,Marketplace
105242,40,66900,7.6,1680,50,15,51.9,12816.38,Hyderabad,Website
104968,33,101600,9.5,1980,38,12,49.9,18770.15,Chennai,Marketplace
103132,22,92800,7.3,1410,53,13,46.5,10232.51,Bengaluru,Website
101254,35,42800,4.4,830,57,5,63.1,3621.13,Pune,Website
106685,41,131500,16.1,3040,22,27,16.5,48992.27,Hyderabad,Marketplace
100361,41,38900,3.7,670,96,7,71.5,2457.91,Pune,Mobile App
104594,38,87000,9.2,1960,52,13,37.9,17953.45,Pune,Website
108954,55,155700,18.5,4420,16,26,11.9,81958.65,Mumbai,Website
101422,32,47000,4.1,590,103,5,55.5,2405.18,Pune,Website
103788,24,60200,8.4,710,31,15,44.1,5960.46,Delhi,Marketplace
101091,40,45800,2.7,900,135,5,52.7,2459.1,Bengaluru,Marketplace
108786,39,153200,16.2,3140,27,27,19,50860.96,Chennai,Website
106977,40,153400,20.4,3080,18,34,11.2,62850.7,Bengaluru,Website
101651,42,52000,2.9,770,122,6,72.5,2211.63,Pune,Website
102150,39,36800,3.5,900,72,6,83.4,3141.91,Pune,Mobile App
106587,48,148300,20.6,3610,15,34,2,74362.72,Hyderabad,Marketplace
104329,29,89500,7.8,2360,74,13,44,18530.1,Pune,Marketplace
104956,21,76200,11.2,2040,62,13,56.5,22778.22,Chennai,Website
102037,43,53800,4.2,830,95,8,66.9,3484.53,Pune,Mobile App
107161,51,161700,17.6,4290,23,23,25.6,75621.01,Hyderabad,Marketplace
102007,44,53600,4.1,950,128,7,64.6,3870.6,Hyderabad,Marketplace
107908,49,128600,16.5,4340,11,31,23.5,71356.87,Bengaluru,Website
102088,42,50600,3.3,820,162,6,77.5,2682.02,Chennai,Website
104952,39,71100,6.2,1450,49,14,43.9,9004.54,Mumbai,Website
105823,32,63400,7.6,1990,45,17,31.4,15135.01,Delhi,Mobile App
101069,37,44400,3.4,990,71,8,71.1,3321.67,Mumbai,Mobile App
100458,39,53000,3.3,860,109,9,76.2,2862.88,Bengaluru,Website
100213,34,46000,4.1,870,95,5,66.7,3588.53,Mumbai,Marketplace
100555,32,53400,3,940,119,6,83.8,2868.11,Delhi,Marketplace
102023,39,48400,3.1,770,140,5,72.4,2348.91,Mumbai,Marketplace
107273,34,108300,18.1,4570,26,22,19,82523.62,Delhi,Website
100922,43,58300,3.6,710,105,6,58.8,2536.44,Chennai,Marketplace
108921,33,170100,19.2,3380,13,22,35,64716.47,Delhi,Website
100765,30,51200,3,800,131,7,73.5,2411.68,Chennai,Mobile App
101340,38,37000,3,900,167,7,78.5,2740.04,Mumbai,Website
108587,39,132600,15.7,3730,24,25,21.7,58464.26,Hyderabad,Website
100108,41,49200,3.8,870,83,7,90,3283.03,Delhi,Mobile App
101596,30,53100,2.8,570,142,6,70.1,1570,Pune,Website
105066,33,87100,7.9,1680,47,11,53.4,13338.86,Chennai,Website
103887,36,84600,7.9,1640,61,14,51.4,12941.21,Mumbai,Website
107457,32,186200,18,3890,16,26,28.3,69932.06,Delhi,Marketplace
101319,35,48500,2,930,97,8,64.5,1821.82,Chennai,Marketplace
108754,35,170900,18.4,4070,16,23,18.6,74926.54,Bengaluru,Mobile App
102869,44,43800,2.7,510,117,4,72.5,1363.19,Delhi,Mobile App
106044,32,88100,10.1,1620,70,16,42.5,16388.61,Hyderabad,Marketplace
101942,38,48800,5.1,750,144,5,69.1,3839.74,Delhi,Mobile App
108748,50,170100,19.5,5790,11,13,6.4,112704.22,Delhi,Mobile App
100240,33,58600,1.8,640,120,6,71.6,1189.02,Chennai,Mobile App
101058,31,43300,2.3,790,60,6,81.2,1784.83,Mumbai,Website
106007,38,71500,11.4,1560,43,9,52.2,17849.07,Delhi,Mobile App
100223,36,45900,3.7,790,146,6,62.9,2886.05,Pune,Marketplace
108736,48,108600,11.9,3820,14,20,16.5,45538.01,Mumbai,Marketplace
106394,31,90600,12,1420,41,15,40.8,17017.37,Hyderabad,Mobile App
101154,42,42300,4.7,720,138,6,70.2,3406.92,Mumbai,Website
107024,39,116800,14.1,4550,13,30,13.2,64060.59,Pune,Website
101722,46,,3.5,810,91,7,81.3,2851.7,Hyderabad,Mobile App
100132,43,52800,4.6,740,152,6,68.6,3380.81,Mumbai,Marketplace
107621,,204400,19.3,4950,8,23,25.2,95798.7,Bengaluru,Website
108045,45,131700,15.2,4260,24,19,15.7,64897.5,Hyderabad,Marketplace
105830,38,74800,10.4,1400,70,13,39,14584.91,Chennai,Mobile App
107817,40,136100,13.4,5300,21,27,7.8,71036.24,Hyderabad,Website
108483,32,117300,14.7,4840,24,30,19.7,71335.51,Hyderabad,Website
101484,38,59000,3.5,1020,62,4,73.7,3515.69,Pune,Marketplace
104569,37,71800,8.1,1900,66,12,40.3,15470.12,Delhi,Mobile App
104743,44,70500,9.2,1680,49,12,48.9,15438.38,Chennai,Marketplace
102234,34,54100,4.4,530,144,4,79.8,2339.34,Pune,Mobile App
102692,30,40500,4.6,960,63,5,73.8,4424.74,Delhi,Marketplace
104542,32,76200,7.9,1690,46,13,58.9,13447.64,Bengaluru,Mobile App
103515,48,86800,11.2,2280,52,16,39.2,25535.41,Delhi,Mobile App
104211,46,85600,10,1720,47,10,38.5,17281.12,Hyderabad,Mobile App
102211,37,62200,3.2,710,130,6,58,2307.08,Pune,Mobile App
104133,22,116100,11,1810,67,11,51.8,19962.86,Hyderabad,Website
101795,43,52400,4.3,660,125,6,52.8,2838.34,Mumbai,Website
101196,38,52600,4,620,154,6,61.3,2449.87,Mumbai,Marketplace
101544,36,66300,3.3,720,99,6,68.1,2381.94,Bengaluru,Website
103520,35,69800,9.3,2370,35,11,31.4,21897.77,Mumbai,Marketplace
108643,37,143800,17.5,4110,16,30,22.2,71880.8,Chennai,Website
100961,33,50700,3.4,740,123,8,69.2,2513.59,Delhi,Website
108767,44,152600,16.7,4220,19,17,17.2,70690.28,Hyderabad,Marketplace
102482,32,43600,2.8,750,157,7,76.6,2076.98,Delhi,Mobile App
106070,40,79700,8.8,1830,47,13,47.3,16133.85,Chennai,Marketplace
101727,42,49200,3,840,105,6,73.7,2501.32,Pune,Marketplace
102322,34,53800,3.3,750,123,4,67,2443.68,Pune,Marketplace
102927,38,45200,2.7,1010,144,6,84.4,2737.04,Chennai,Website
106152,30,,7.4,1740,62,10,33.5,12834.29,Chennai,Website
108107,27,124200,18.3,4010,22,25,2.9,73479.03,Delhi,Mobile App
105506,42,114500,10.9,1570,74,11,48.3,17197.86,Pune,Marketplace
105101,31,75200,10.5,1350,66,15,53.4,14136.69,Bengaluru,Marketplace
103913,35,105500,12,2150,47,13,50.5,25728.3,Chennai,Mobile App
101088,38,66800,4.1,920,76,6,74.6,3709.45,Chennai,Mobile App
105602,29,74500,7.8,1900,38,14,44.6,14919.11,Chennai,Marketplace
104354,34,96000,9.1,1530,41,15,38.6,13961.8,Bengaluru,Marketplace
104867,36,59500,8.9,1820,60,12,60.5,16155.93,Mumbai,Mobile App
107890,44,148800,16.3,3470,20,17,19.3,56575.08,Chennai,Marketplace
101791,22,48000,2.6,730,144,7,73.3,1917.21,Bengaluru,Mobile App
102509,33,41400,2.7,550,124,6,77.6,1487.49,Hyderabad,Marketplace
108193,38,167500,21.4,3430,20,24,26.8,73550.79,Pune,Mobile App
103704,32,103900,7.9,1610,47,10,48.9,12691.39,Pune,Marketplace
108623,35,152700,17.8,3660,14,20,4.6,65244.79,Delhi,Website
102604,37,38800,3.9,740,114,5,72.4,2848.74,Mumbai,Mobile App
105427,31,83300,11.1,1670,40,14,50.3,18481.35,Hyderabad,Website
101150,31,56300,3.8,740,71,6,69.9,2819.6,Pune,Mobile App
104293,36,88600,10.1,1990,52,14,57.3,20055.62,Bengaluru,Website
104175,34,69400,7.8,1800,40,8,48.7,14037.05,Chennai,Website
101323,50,52200,3.1,940,114,5,71.8,2924.6,Chennai,Marketplace
101692,35,60800,4,890,86,7,81.1,3564.48,Mumbai,Website
105815,44,76900,7.6,1320,45,11,39.2,10069.21,Hyderabad,Mobile App
105642,41,51400,9.4,2290,65,10,54.6,21525.94,Mumbai,Mobile App
101503,42,48400,4,870,163,6,75.6,3427.01,Hyderabad,Mobile App
101560,25,56900,2.9,780,164,8,80.2,2273.6,Pune,Mobile App
104871,31,78400,10.6,1200,57,13,47.4,12689.28,Delhi,Marketplace
107050,42,182200,16,3860,21,21,29.3,61787.69,Chennai,Marketplace
105839,37,82600,7.9,1550,59,15,54.3,12276.1,Hyderabad,Mobile App
100322,38,61300,4.7,850,94,7,48.9,3976.3,Chennai,Mobile App
105459,36,74100,9.3,1560,41,16,46.8,14466.73,Pune,Mobile App
102437,43,37200,3.5,690,128,6,85.6,2373.23,Chennai,Marketplace
107101,46,153300,19.6,4140,19,33,18.4,81291.19,Chennai,Website
101072,32,54700,2.8,870,194,6,77.6,2434.4,Chennai,Website
105600,30,68700,10.4,1580,25,9,65,16401.17,Bengaluru,Mobile App
103602,32,86900,11.3,2090,56,16,48.8,23658.37,Mumbai,Website
108881,44,135000,12.7,3310,21,23,25.2,42017.8,Chennai,Marketplace
103078,31,99700,9,1810,47,14,44.2,16367.49,Pune,Mobile App
108933,45,176400,18.7,3320,22,22,12.3,62128.51,Pune,Marketplace
103083,38,88400,10.1,1140,44,16,42.9,11468.96,Mumbai,Mobile App
101607,31,33900,4.3,810,132,5,80.2,3518.44,Delhi,Website
101045,37,53500,3.6,840,129,4,79.2,3044.11,Mumbai,Website
103033,30,80200,6.3,1930,39,11,55.8,12182.76,Bengaluru,Website
108836,36,164800,18.9,3990,22,31,20,75408.99,Chennai,Marketplace
107880,50,131700,12.4,4140,23,24,26.1,51445.82,Mumbai,Mobile App
103778,35,81900,11.1,1900,43,9,52,21118.29,Hyderabad,Mobile App
106049,24,79700,10,2630,55,11,31.9,26254.03,Pune,Website
